chain_shorthand,db_shorthand
TG O-26:1_18:0_22:5,"TG O-26:1(17)_18:0_22:5(4,7,10,13,16)"
TG O-26:1_18:0_22:5,"TG O-26:1(17)_18:0_22:5(4,7,10,13,16)"
TG O-26:1_18:0_22:5,"TG O-26:1(17)_18:0_22:5(7,10,13,16,19)"
TG O-26:1_18:0_22:6,"TG O-26:1(17)_18:0_22:6(4,7,10,13,16,19)"
TG O-26:1_18:0_24:1,TG O-26:1(17)_18:0_24:1(15)
TG O-26:1_18:0_24:4,"TG O-26:1(17)_18:0_24:4(9,12,15,18)"
TG O-26:1_18:0_24:5,"TG O-26:1(17)_18:0_24:5(6,9,12,15,18)"
TG O-26:1_18:0_24:5,"TG O-26:1(17)_18:0_24:5(9,12,15,18,21)"
TG O-26:1_18:0_24:6,"TG O-26:1(17)_18:0_24:6(4,7,10,13,16,19)"
TG O-26:1_18:0_26:1,TG O-26:1(17)_18:0_26:1(17)
TG O-26:1_18:0_26:4,"TG O-26:1(17)_18:0_26:4(11,14,17,20)"
TG O-26:1_18:0_26:5,"TG O-26:1(17)_18:0_26:5(11,14,17,20,23)"
TG O-26:1_18:0_26:5,"TG O-26:1(17)_18:0_26:5(8,11,14,17,20)"
TG O-26:1_18:0_26:6,"TG O-26:1(17)_18:0_26:6(8,11,14,17,20,23)"
TG O-26:1_18:0_28:4,"TG O-26:1(17)_18:0_28:4(13,16,19,22)"
TG O-26:1_18:0_28:5,"TG O-26:1(17)_18:0_28:5(10,13,16,19,22)"
TG O-26:1_18:0_28:5,"TG O-26:1(17)_18:0_28:5(13,16,19,22,25)"
TG O-26:1_18:0_28:6,"TG O-26:1(17)_18:0_28:6(10,13,16,19,22,25)"
TG O-26:1_20:0_20:0,TG O-26:1(17)_20:0_20:0
TG O-26:1_20:0_22:0,TG O-26:1(17)_20:0_22:0
TG O-26:1_20:0_24:0,TG O-26:1(17)_20:0_24:0
TG O-26:1_20:0_26:0,TG O-26:1(17)_20:0_26:0
TG O-26:1_20:0_28:0,TG O-26:1(17)_20:0_28:0
TG O-26:1_20:0_12:1,TG O-26:1(17)_20:0_12:1(5)
TG O-26:1_20:0_12:1,TG O-26:1(17)_20:0_12:1(6)
TG O-26:1_20:0_12:1,TG O-26:1(17)_20:0_12:1(9)
TG O-26:1_20:0_14:1,TG O-26:1(17)_20:0_14:1(5)
TG O-26:1_20:0_14:1,TG O-26:1(17)_20:0_14:1(6)
TG O-26:1_20:0_14:1,TG O-26:1(17)_20:0_14:1(9)
TG O-26:1_20:0_16:1,TG O-26:1(17)_20:0_16:1(6)
TG O-26:1_20:0_16:1,TG O-26:1(17)_20:0_16:1(7)
TG O-26:1_20:0_16:1,TG O-26:1(17)_20:0_16:1(9)
TG O-26:1_20:0_16:2,"TG O-26:1(17)_20:0_16:2(6,9)"
TG O-26:1_20:0_18:1,TG O-26:1(17)_20:0_18:1(11)
TG O-26:1_20:0_18:1,TG O-26:1(17)_20:0_18:1(6)
TG O-26:1_20:0_18:1,TG O-26:1(17)_20:0_18:1(9)
TG O-26:1_20:0_18:2,"TG O-26:1(17)_20:0_18:2(6,9)"
TG O-26:1_20:0_18:2,"TG O-26:1(17)_20:0_18:2(9,12)"
TG O-26:1_20:0_18:3,"TG O-26:1(17)_20:0_18:3(6,9,12)"
TG O-26:1_20:0_18:3,"TG O-26:1(17)_20:0_18:3(9,12,15)"
TG O-26:1_20:0_18:4,"TG O-26:1(17)_20:0_18:4(6,9,12,15)"
TG O-26:1_20:0_20:1,TG O-26:1(17)_20:0_20:1(11)
TG O-26:1_20:0_20:1,TG O-26:1(17)_20:0_20:1(13)
TG O-26:1_20:0_20:2,"TG O-26:1(17)_20:0_20:2(11,14)"
TG O-26:1_20:0_20:2,"TG O-26:1(17)_20:0_20:2(8,11)"
TG O-26:1_20:0_20:3,"TG O-26:1(17)_20:0_20:3(11,14,17)"
TG O-26:1_20:0_20:3,"TG O-26:1(17)_20:0_20:3(5,8,11)"
TG O-26:1_20:0_20:3,"TG O-26:1(17)_20:0_20:3(8,11,14)"
TG O-26:1_20:0_20:4,"TG O-26:1(17)_20:0_20:4(5,8,11,14)"
TG O-26:1_20:0_20:4,"TG O-26:1(17)_20:0_20:4(8,11,14,17)"
TG O-26:1_20:0_20:5,"TG O-26:1(17)_20:0_20:5(5,8,11,14,17)"
TG O-26:1_20:0_22:1,TG O-26:1(17)_20:0_22:1(13)
TG O-26:1_20:0_22:2,"TG O-26:1(17)_20:0_22:2(13,16)"
TG O-26:1_20:0_22:3,"TG O-26:1(17)_20:0_22:3(7,10,13)"
TG O-26:1_20:0_22:4,"TG O-26:1(17)_20:0_22:4(7,10,13,16)"
TG O-26:1_20:0_22:5,"TG O-26:1(17)_20:0_22:5(4,7,10,13,16)"
TG O-26:1_20:0_22:5,"TG O-26:1(17)_20:0_22:5(4,7,10,13,16)"
TG O-26:1_20:0_22:5,"TG O-26:1(17)_20:0_22:5(7,10,13,16,19)"
TG O-26:1_20:0_22:6,"TG O-26:1(17)_20:0_22:6(4,7,10,13,16,19)"
TG O-26:1_20:0_24:1,TG O-26:1(17)_20:0_24:1(15)
TG O-26:1_20:0_24:4,"TG O-26:1(17)_20:0_24:4(9,12,15,18)"
TG O-26:1_20:0_24:5,"TG O-26:1(17)_20:0_24:5(6,9,12,15,18)"
TG O-26:1_20:0_24:5,"TG O-26:1(17)_20:0_24:5(9,12,15,18,21)"
TG O-26:1_20:0_24:6,"TG O-26:1(17)_20:0_24:6(4,7,10,13,16,19)"
TG O-26:1_20:0_26:1,TG O-26:1(17)_20:0_26:1(17)
TG O-26:1_20:0_26:4,"TG O-26:1(17)_20:0_26:4(11,14,17,20)"
TG O-26:1_20:0_26:5,"TG O-26:1(17)_20:0_26:5(11,14,17,20,23)"
TG O-26:1_20:0_26:5,"TG O-26:1(17)_20:0_26:5(8,11,14,17,20)"
TG O-26:1_20:0_26:6,"TG O-26:1(17)_20:0_26:6(8,11,14,17,20,23)"
TG O-26:1_20:0_28:4,"TG O-26:1(17)_20:0_28:4(13,16,19,22)"
TG O-26:1_20:0_28:5,"TG O-26:1(17)_20:0_28:5(10,13,16,19,22)"
TG O-26:1_20:0_28:5,"TG O-26:1(17)_20:0_28:5(13,16,19,22,25)"
TG O-26:1_20:0_28:6,"TG O-26:1(17)_20:0_28:6(10,13,16,19,22,25)"
TG O-26:1_22:0_22:0,TG O-26:1(17)_22:0_22:0
TG O-26:1_22:0_24:0,TG O-26:1(17)_22:0_24:0
TG O-26:1_22:0_26:0,TG O-26:1(17)_22:0_26:0
TG O-26:1_22:0_28:0,TG O-26:1(17)_22:0_28:0
TG O-26:1_22:0_12:1,TG O-26:1(17)_22:0_12:1(5)
TG O-26:1_22:0_12:1,TG O-26:1(17)_22:0_12:1(6)
TG O-26:1_22:0_12:1,TG O-26:1(17)_22:0_12:1(9)
TG O-26:1_22:0_14:1,TG O-26:1(17)_22:0_14:1(5)
TG O-26:1_22:0_14:1,TG O-26:1(17)_22:0_14:1(6)
TG O-26:1_22:0_14:1,TG O-26:1(17)_22:0_14:1(9)
TG O-26:1_22:0_16:1,TG O-26:1(17)_22:0_16:1(6)
TG O-26:1_22:0_16:1,TG O-26:1(17)_22:0_16:1(7)
TG O-26:1_22:0_16:1,TG O-26:1(17)_22:0_16:1(9)
TG O-26:1_22:0_16:2,"TG O-26:1(17)_22:0_16:2(6,9)"
TG O-26:1_22:0_18:1,TG O-26:1(17)_22:0_18:1(11)
TG O-26:1_22:0_18:1,TG O-26:1(17)_22:0_18:1(6)
TG O-26:1_22:0_18:1,TG O-26:1(17)_22:0_18:1(9)
TG O-26:1_22:0_18:2,"TG O-26:1(17)_22:0_18:2(6,9)"
TG O-26:1_22:0_18:2,"TG O-26:1(17)_22:0_18:2(9,12)"
TG O-26:1_22:0_18:3,"TG O-26:1(17)_22:0_18:3(6,9,12)"
TG O-26:1_22:0_18:3,"TG O-26:1(17)_22:0_18:3(9,12,15)"
TG O-26:1_22:0_18:4,"TG O-26:1(17)_22:0_18:4(6,9,12,15)"
TG O-26:1_22:0_20:1,TG O-26:1(17)_22:0_20:1(11)
TG O-26:1_22:0_20:1,TG O-26:1(17)_22:0_20:1(13)
TG O-26:1_22:0_20:2,"TG O-26:1(17)_22:0_20:2(11,14)"
TG O-26:1_22:0_20:2,"TG O-26:1(17)_22:0_20:2(8,11)"
TG O-26:1_22:0_20:3,"TG O-26:1(17)_22:0_20:3(11,14,17)"
TG O-26:1_22:0_20:3,"TG O-26:1(17)_22:0_20:3(5,8,11)"
TG O-26:1_22:0_20:3,"TG O-26:1(17)_22:0_20:3(8,11,14)"
TG O-26:1_22:0_20:4,"TG O-26:1(17)_22:0_20:4(5,8,11,14)"
TG O-26:1_22:0_20:4,"TG O-26:1(17)_22:0_20:4(8,11,14,17)"
TG O-26:1_22:0_20:5,"TG O-26:1(17)_22:0_20:5(5,8,11,14,17)"
TG O-26:1_22:0_22:1,TG O-26:1(17)_22:0_22:1(13)
TG O-26:1_22:0_22:2,"TG O-26:1(17)_22:0_22:2(13,16)"
TG O-26:1_22:0_22:3,"TG O-26:1(17)_22:0_22:3(7,10,13)"
TG O-26:1_22:0_22:4,"TG O-26:1(17)_22:0_22:4(7,10,13,16)"
TG O-26:1_22:0_22:5,"TG O-26:1(17)_22:0_22:5(4,7,10,13,16)"
TG O-26:1_22:0_22:5,"TG O-26:1(17)_22:0_22:5(4,7,10,13,16)"
TG O-26:1_22:0_22:5,"TG O-26:1(17)_22:0_22:5(7,10,13,16,19)"
TG O-26:1_22:0_22:6,"TG O-26:1(17)_22:0_22:6(4,7,10,13,16,19)"
TG O-26:1_22:0_24:1,TG O-26:1(17)_22:0_24:1(15)
TG O-26:1_22:0_24:4,"TG O-26:1(17)_22:0_24:4(9,12,15,18)"
TG O-26:1_22:0_24:5,"TG O-26:1(17)_22:0_24:5(6,9,12,15,18)"
TG O-26:1_22:0_24:5,"TG O-26:1(17)_22:0_24:5(9,12,15,18,21)"
TG O-26:1_22:0_24:6,"TG O-26:1(17)_22:0_24:6(4,7,10,13,16,19)"
TG O-26:1_22:0_26:1,TG O-26:1(17)_22:0_26:1(17)
TG O-26:1_22:0_26:4,"TG O-26:1(17)_22:0_26:4(11,14,17,20)"
TG O-26:1_22:0_26:5,"TG O-26:1(17)_22:0_26:5(11,14,17,20,23)"
TG O-26:1_22:0_26:5,"TG O-26:1(17)_22:0_26:5(8,11,14,17,20)"
TG O-26:1_22:0_26:6,"TG O-26:1(17)_22:0_26:6(8,11,14,17,20,23)"
TG O-26:1_22:0_28:4,"TG O-26:1(17)_22:0_28:4(13,16,19,22)"
TG O-26:1_22:0_28:5,"TG O-26:1(17)_22:0_28:5(10,13,16,19,22)"
TG O-26:1_22:0_28:5,"TG O-26:1(17)_22:0_28:5(13,16,19,22,25)"
TG O-26:1_22:0_28:6,"TG O-26:1(17)_22:0_28:6(10,13,16,19,22,25)"
TG O-26:1_24:0_24:0,TG O-26:1(17)_24:0_24:0
TG O-26:1_24:0_26:0,TG O-26:1(17)_24:0_26:0
TG O-26:1_24:0_28:0,TG O-26:1(17)_24:0_28:0
TG O-26:1_24:0_12:1,TG O-26:1(17)_24:0_12:1(5)
TG O-26:1_24:0_12:1,TG O-26:1(17)_24:0_12:1(6)
TG O-26:1_24:0_12:1,TG O-26:1(17)_24:0_12:1(9)
TG O-26:1_24:0_14:1,TG O-26:1(17)_24:0_14:1(5)
TG O-26:1_24:0_14:1,TG O-26:1(17)_24:0_14:1(6)
TG O-26:1_24:0_14:1,TG O-26:1(17)_24:0_14:1(9)
TG O-26:1_24:0_16:1,TG O-26:1(17)_24:0_16:1(6)
TG O-26:1_24:0_16:1,TG O-26:1(17)_24:0_16:1(7)
TG O-26:1_24:0_16:1,TG O-26:1(17)_24:0_16:1(9)
TG O-26:1_24:0_16:2,"TG O-26:1(17)_24:0_16:2(6,9)"
TG O-26:1_24:0_18:1,TG O-26:1(17)_24:0_18:1(11)
TG O-26:1_24:0_18:1,TG O-26:1(17)_24:0_18:1(6)
TG O-26:1_24:0_18:1,TG O-26:1(17)_24:0_18:1(9)
TG O-26:1_24:0_18:2,"TG O-26:1(17)_24:0_18:2(6,9)"
TG O-26:1_24:0_18:2,"TG O-26:1(17)_24:0_18:2(9,12)"
TG O-26:1_24:0_18:3,"TG O-26:1(17)_24:0_18:3(6,9,12)"
TG O-26:1_24:0_18:3,"TG O-26:1(17)_24:0_18:3(9,12,15)"
TG O-26:1_24:0_18:4,"TG O-26:1(17)_24:0_18:4(6,9,12,15)"
TG O-26:1_24:0_20:1,TG O-26:1(17)_24:0_20:1(11)
TG O-26:1_24:0_20:1,TG O-26:1(17)_24:0_20:1(13)
TG O-26:1_24:0_20:2,"TG O-26:1(17)_24:0_20:2(11,14)"
TG O-26:1_24:0_20:2,"TG O-26:1(17)_24:0_20:2(8,11)"
TG O-26:1_24:0_20:3,"TG O-26:1(17)_24:0_20:3(11,14,17)"
TG O-26:1_24:0_20:3,"TG O-26:1(17)_24:0_20:3(5,8,11)"
TG O-26:1_24:0_20:3,"TG O-26:1(17)_24:0_20:3(8,11,14)"
TG O-26:1_24:0_20:4,"TG O-26:1(17)_24:0_20:4(5,8,11,14)"
TG O-26:1_24:0_20:4,"TG O-26:1(17)_24:0_20:4(8,11,14,17)"
TG O-26:1_24:0_20:5,"TG O-26:1(17)_24:0_20:5(5,8,11,14,17)"
TG O-26:1_24:0_22:1,TG O-26:1(17)_24:0_22:1(13)
TG O-26:1_24:0_22:2,"TG O-26:1(17)_24:0_22:2(13,16)"
TG O-26:1_24:0_22:3,"TG O-26:1(17)_24:0_22:3(7,10,13)"
TG O-26:1_24:0_22:4,"TG O-26:1(17)_24:0_22:4(7,10,13,16)"
TG O-26:1_24:0_22:5,"TG O-26:1(17)_24:0_22:5(4,7,10,13,16)"
TG O-26:1_24:0_22:5,"TG O-26:1(17)_24:0_22:5(4,7,10,13,16)"
TG O-26:1_24:0_22:5,"TG O-26:1(17)_24:0_22:5(7,10,13,16,19)"
TG O-26:1_24:0_22:6,"TG O-26:1(17)_24:0_22:6(4,7,10,13,16,19)"
TG O-26:1_24:0_24:1,TG O-26:1(17)_24:0_24:1(15)
TG O-26:1_24:0_24:4,"TG O-26:1(17)_24:0_24:4(9,12,15,18)"
TG O-26:1_24:0_24:5,"TG O-26:1(17)_24:0_24:5(6,9,12,15,18)"
TG O-26:1_24:0_24:5,"TG O-26:1(17)_24:0_24:5(9,12,15,18,21)"
TG O-26:1_24:0_24:6,"TG O-26:1(17)_24:0_24:6(4,7,10,13,16,19)"
TG O-26:1_24:0_26:1,TG O-26:1(17)_24:0_26:1(17)
TG O-26:1_24:0_26:4,"TG O-26:1(17)_24:0_26:4(11,14,17,20)"
TG O-26:1_24:0_26:5,"TG O-26:1(17)_24:0_26:5(11,14,17,20,23)"
TG O-26:1_24:0_26:5,"TG O-26:1(17)_24:0_26:5(8,11,14,17,20)"
TG O-26:1_24:0_26:6,"TG O-26:1(17)_24:0_26:6(8,11,14,17,20,23)"
TG O-26:1_24:0_28:4,"TG O-26:1(17)_24:0_28:4(13,16,19,22)"
TG O-26:1_24:0_28:5,"TG O-26:1(17)_24:0_28:5(10,13,16,19,22)"
TG O-26:1_24:0_28:5,"TG O-26:1(17)_24:0_28:5(13,16,19,22,25)"
TG O-26:1_24:0_28:6,"TG O-26:1(17)_24:0_28:6(10,13,16,19,22,25)"
TG O-26:1_26:0_26:0,TG O-26:1(17)_26:0_26:0
TG O-26:1_26:0_28:0,TG O-26:1(17)_26:0_28:0
TG O-26:1_26:0_12:1,TG O-26:1(17)_26:0_12:1(5)
TG O-26:1_26:0_12:1,TG O-26:1(17)_26:0_12:1(6)
TG O-26:1_26:0_12:1,TG O-26:1(17)_26:0_12:1(9)
TG O-26:1_26:0_14:1,TG O-26:1(17)_26:0_14:1(5)
TG O-26:1_26:0_14:1,TG O-26:1(17)_26:0_14:1(6)
TG O-26:1_26:0_14:1,TG O-26:1(17)_26:0_14:1(9)
TG O-26:1_26:0_16:1,TG O-26:1(17)_26:0_16:1(6)
TG O-26:1_26:0_16:1,TG O-26:1(17)_26:0_16:1(7)
TG O-26:1_26:0_16:1,TG O-26:1(17)_26:0_16:1(9)
TG O-26:1_26:0_16:2,"TG O-26:1(17)_26:0_16:2(6,9)"
TG O-26:1_26:0_18:1,TG O-26:1(17)_26:0_18:1(11)
TG O-26:1_26:0_18:1,TG O-26:1(17)_26:0_18:1(6)
TG O-26:1_26:0_18:1,TG O-26:1(17)_26:0_18:1(9)
TG O-26:1_26:0_18:2,"TG O-26:1(17)_26:0_18:2(6,9)"
TG O-26:1_26:0_18:2,"TG O-26:1(17)_26:0_18:2(9,12)"
TG O-26:1_26:0_18:3,"TG O-26:1(17)_26:0_18:3(6,9,12)"
TG O-26:1_26:0_18:3,"TG O-26:1(17)_26:0_18:3(9,12,15)"
TG O-26:1_26:0_18:4,"TG O-26:1(17)_26:0_18:4(6,9,12,15)"
TG O-26:1_26:0_20:1,TG O-26:1(17)_26:0_20:1(11)
TG O-26:1_26:0_20:1,TG O-26:1(17)_26:0_20:1(13)
TG O-26:1_26:0_20:2,"TG O-26:1(17)_26:0_20:2(11,14)"
TG O-26:1_26:0_20:2,"TG O-26:1(17)_26:0_20:2(8,11)"
TG O-26:1_26:0_20:3,"TG O-26:1(17)_26:0_20:3(11,14,17)"
TG O-26:1_26:0_20:3,"TG O-26:1(17)_26:0_20:3(5,8,11)"
TG O-26:1_26:0_20:3,"TG O-26:1(17)_26:0_20:3(8,11,14)"
TG O-26:1_26:0_20:4,"TG O-26:1(17)_26:0_20:4(5,8,11,14)"
TG O-26:1_26:0_20:4,"TG O-26:1(17)_26:0_20:4(8,11,14,17)"
TG O-26:1_26:0_20:5,"TG O-26:1(17)_26:0_20:5(5,8,11,14,17)"
TG O-26:1_26:0_22:1,TG O-26:1(17)_26:0_22:1(13)
TG O-26:1_26:0_22:2,"TG O-26:1(17)_26:0_22:2(13,16)"
TG O-26:1_26:0_22:3,"TG O-26:1(17)_26:0_22:3(7,10,13)"
TG O-26:1_26:0_22:4,"TG O-26:1(17)_26:0_22:4(7,10,13,16)"
TG O-26:1_26:0_22:5,"TG O-26:1(17)_26:0_22:5(4,7,10,13,16)"
TG O-26:1_26:0_22:5,"TG O-26:1(17)_26:0_22:5(4,7,10,13,16)"
TG O-26:1_26:0_22:5,"TG O-26:1(17)_26:0_22:5(7,10,13,16,19)"
TG O-26:1_26:0_22:6,"TG O-26:1(17)_26:0_22:6(4,7,10,13,16,19)"
TG O-26:1_26:0_24:1,TG O-26:1(17)_26:0_24:1(15)
TG O-26:1_26:0_24:4,"TG O-26:1(17)_26:0_24:4(9,12,15,18)"
TG O-26:1_26:0_24:5,"TG O-26:1(17)_26:0_24:5(6,9,12,15,18)"
TG O-26:1_26:0_24:5,"TG O-26:1(17)_26:0_24:5(9,12,15,18,21)"
TG O-26:1_26:0_24:6,"TG O-26:1(17)_26:0_24:6(4,7,10,13,16,19)"
TG O-26:1_26:0_26:1,TG O-26:1(17)_26:0_26:1(17)
TG O-26:1_26:0_26:4,"TG O-26:1(17)_26:0_26:4(11,14,17,20)"
TG O-26:1_26:0_26:5,"TG O-26:1(17)_26:0_26:5(11,14,17,20,23)"
TG O-26:1_26:0_26:5,"TG O-26:1(17)_26:0_26:5(8,11,14,17,20)"
TG O-26:1_26:0_26:6,"TG O-26:1(17)_26:0_26:6(8,11,14,17,20,23)"
TG O-26:1_26:0_28:4,"TG O-26:1(17)_26:0_28:4(13,16,19,22)"
TG O-26:1_26:0_28:5,"TG O-26:1(17)_26:0_28:5(10,13,16,19,22)"
TG O-26:1_26:0_28:5,"TG O-26:1(17)_26:0_28:5(13,16,19,22,25)"
TG O-26:1_26:0_28:6,"TG O-26:1(17)_26:0_28:6(10,13,16,19,22,25)"
TG O-26:1_28:0_28:0,TG O-26:1(17)_28:0_28:0
TG O-26:1_28:0_12:1,TG O-26:1(17)_28:0_12:1(5)
TG O-26:1_28:0_12:1,TG O-26:1(17)_28:0_12:1(6)
TG O-26:1_28:0_12:1,TG O-26:1(17)_28:0_12:1(9)
TG O-26:1_28:0_14:1,TG O-26:1(17)_28:0_14:1(5)
TG O-26:1_28:0_14:1,TG O-26:1(17)_28:0_14:1(6)
TG O-26:1_28:0_14:1,TG O-26:1(17)_28:0_14:1(9)
TG O-26:1_28:0_16:1,TG O-26:1(17)_28:0_16:1(6)
TG O-26:1_28:0_16:1,TG O-26:1(17)_28:0_16:1(7)
TG O-26:1_28:0_16:1,TG O-26:1(17)_28:0_16:1(9)
TG O-26:1_28:0_16:2,"TG O-26:1(17)_28:0_16:2(6,9)"
TG O-26:1_28:0_18:1,TG O-26:1(17)_28:0_18:1(11)
TG O-26:1_28:0_18:1,TG O-26:1(17)_28:0_18:1(6)
TG O-26:1_28:0_18:1,TG O-26:1(17)_28:0_18:1(9)
TG O-26:1_28:0_18:2,"TG O-26:1(17)_28:0_18:2(6,9)"
TG O-26:1_28:0_18:2,"TG O-26:1(17)_28:0_18:2(9,12)"
TG O-26:1_28:0_18:3,"TG O-26:1(17)_28:0_18:3(6,9,12)"
TG O-26:1_28:0_18:3,"TG O-26:1(17)_28:0_18:3(9,12,15)"
TG O-26:1_28:0_18:4,"TG O-26:1(17)_28:0_18:4(6,9,12,15)"
TG O-26:1_28:0_20:1,TG O-26:1(17)_28:0_20:1(11)
TG O-26:1_28:0_20:1,TG O-26:1(17)_28:0_20:1(13)
TG O-26:1_28:0_20:2,"TG O-26:1(17)_28:0_20:2(11,14)"
TG O-26:1_28:0_20:2,"TG O-26:1(17)_28:0_20:2(8,11)"
TG O-26:1_28:0_20:3,"TG O-26:1(17)_28:0_20:3(11,14,17)"
TG O-26:1_28:0_20:3,"TG O-26:1(17)_28:0_20:3(5,8,11)"
TG O-26:1_28:0_20:3,"TG O-26:1(17)_28:0_20:3(8,11,14)"
TG O-26:1_28:0_20:4,"TG O-26:1(17)_28:0_20:4(5,8,11,14)"
TG O-26:1_28:0_20:4,"TG O-26:1(17)_28:0_20:4(8,11,14,17)"
TG O-26:1_28:0_20:5,"TG O-26:1(17)_28:0_20:5(5,8,11,14,17)"
TG O-26:1_28:0_22:1,TG O-26:1(17)_28:0_22:1(13)
TG O-26:1_28:0_22:2,"TG O-26:1(17)_28:0_22:2(13,16)"
TG O-26:1_28:0_22:3,"TG O-26:1(17)_28:0_22:3(7,10,13)"
TG O-26:1_28:0_22:4,"TG O-26:1(17)_28:0_22:4(7,10,13,16)"
TG O-26:1_28:0_22:5,"TG O-26:1(17)_28:0_22:5(4,7,10,13,16)"
TG O-26:1_28:0_22:5,"TG O-26:1(17)_28:0_22:5(4,7,10,13,16)"
TG O-26:1_28:0_22:5,"TG O-26:1(17)_28:0_22:5(7,10,13,16,19)"
TG O-26:1_28:0_22:6,"TG O-26:1(17)_28:0_22:6(4,7,10,13,16,19)"
TG O-26:1_28:0_24:1,TG O-26:1(17)_28:0_24:1(15)
TG O-26:1_28:0_24:4,"TG O-26:1(17)_28:0_24:4(9,12,15,18)"
TG O-26:1_28:0_24:5,"TG O-26:1(17)_28:0_24:5(6,9,12,15,18)"
TG O-26:1_28:0_24:5,"TG O-26:1(17)_28:0_24:5(9,12,15,18,21)"
TG O-26:1_28:0_24:6,"TG O-26:1(17)_28:0_24:6(4,7,10,13,16,19)"
TG O-26:1_28:0_26:1,TG O-26:1(17)_28:0_26:1(17)
TG O-26:1_28:0_26:4,"TG O-26:1(17)_28:0_26:4(11,14,17,20)"
TG O-26:1_28:0_26:5,"TG O-26:1(17)_28:0_26:5(11,14,17,20,23)"
TG O-26:1_28:0_26:5,"TG O-26:1(17)_28:0_26:5(8,11,14,17,20)"
TG O-26:1_28:0_26:6,"TG O-26:1(17)_28:0_26:6(8,11,14,17,20,23)"
TG O-26:1_28:0_28:4,"TG O-26:1(17)_28:0_28:4(13,16,19,22)"
TG O-26:1_28:0_28:5,"TG O-26:1(17)_28:0_28:5(10,13,16,19,22)"
TG O-26:1_28:0_28:5,"TG O-26:1(17)_28:0_28:5(13,16,19,22,25)"
TG O-26:1_28:0_28:6,"TG O-26:1(17)_28:0_28:6(10,13,16,19,22,25)"
TG O-26:1_12:1_12:1,TG O-26:1(17)_12:1(5)_12:1(5)
TG O-26:1_12:1_12:1,TG O-26:1(17)_12:1(5)_12:1(6)
TG O-26:1_12:1_12:1,TG O-26:1(17)_12:1(5)_12:1(9)
TG O-26:1_12:1_14:1,TG O-26:1(17)_12:1(5)_14:1(5)
TG O-26:1_12:1_14:1,TG O-26:1(17)_12:1(5)_14:1(6)
TG O-26:1_12:1_14:1,TG O-26:1(17)_12:1(5)_14:1(9)
TG O-26:1_12:1_16:1,TG O-26:1(17)_12:1(5)_16:1(6)
TG O-26:1_12:1_16:1,TG O-26:1(17)_12:1(5)_16:1(7)
TG O-26:1_12:1_16:1,TG O-26:1(17)_12:1(5)_16:1(9)
TG O-26:1_12:1_16:2,"TG O-26:1(17)_12:1(5)_16:2(6,9)"
TG O-26:1_12:1_18:1,TG O-26:1(17)_12:1(5)_18:1(11)
TG O-26:1_12:1_18:1,TG O-26:1(17)_12:1(5)_18:1(6)
TG O-26:1_12:1_18:1,TG O-26:1(17)_12:1(5)_18:1(9)
TG O-26:1_12:1_18:2,"TG O-26:1(17)_12:1(5)_18:2(6,9)"
TG O-26:1_12:1_18:2,"TG O-26:1(17)_12:1(5)_18:2(9,12)"
TG O-26:1_12:1_18:3,"TG O-26:1(17)_12:1(5)_18:3(6,9,12)"
TG O-26:1_12:1_18:3,"TG O-26:1(17)_12:1(5)_18:3(9,12,15)"
TG O-26:1_12:1_18:4,"TG O-26:1(17)_12:1(5)_18:4(6,9,12,15)"
TG O-26:1_12:1_20:1,TG O-26:1(17)_12:1(5)_20:1(11)
TG O-26:1_12:1_20:1,TG O-26:1(17)_12:1(5)_20:1(13)
TG O-26:1_12:1_20:2,"TG O-26:1(17)_12:1(5)_20:2(11,14)"
TG O-26:1_12:1_20:2,"TG O-26:1(17)_12:1(5)_20:2(8,11)"
TG O-26:1_12:1_20:3,"TG O-26:1(17)_12:1(5)_20:3(11,14,17)"
TG O-26:1_12:1_20:3,"TG O-26:1(17)_12:1(5)_20:3(5,8,11)"
TG O-26:1_12:1_20:3,"TG O-26:1(17)_12:1(5)_20:3(8,11,14)"
TG O-26:1_12:1_20:4,"TG O-26:1(17)_12:1(5)_20:4(5,8,11,14)"
TG O-26:1_12:1_20:4,"TG O-26:1(17)_12:1(5)_20:4(8,11,14,17)"
TG O-26:1_12:1_20:5,"TG O-26:1(17)_12:1(5)_20:5(5,8,11,14,17)"
TG O-26:1_12:1_22:1,TG O-26:1(17)_12:1(5)_22:1(13)
TG O-26:1_12:1_22:2,"TG O-26:1(17)_12:1(5)_22:2(13,16)"
TG O-26:1_12:1_22:3,"TG O-26:1(17)_12:1(5)_22:3(7,10,13)"
TG O-26:1_12:1_22:4,"TG O-26:1(17)_12:1(5)_22:4(7,10,13,16)"
TG O-26:1_12:1_22:5,"TG O-26:1(17)_12:1(5)_22:5(4,7,10,13,16)"
TG O-26:1_12:1_22:5,"TG O-26:1(17)_12:1(5)_22:5(4,7,10,13,16)"
TG O-26:1_12:1_22:5,"TG O-26:1(17)_12:1(5)_22:5(7,10,13,16,19)"
TG O-26:1_12:1_22:6,"TG O-26:1(17)_12:1(5)_22:6(4,7,10,13,16,19)"
TG O-26:1_12:1_24:1,TG O-26:1(17)_12:1(5)_24:1(15)
TG O-26:1_12:1_24:4,"TG O-26:1(17)_12:1(5)_24:4(9,12,15,18)"
TG O-26:1_12:1_24:5,"TG O-26:1(17)_12:1(5)_24:5(6,9,12,15,18)"
